county,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,prosperity_score
La Plata CO,13800,11723.0178,15398.2176,12078.0552,9247.99584,14052.6396,9941.17164,1.3990566108513611
Larimer CO,16212,10463.7678,15170.298,13855.6524,9665.68284,19760.4972,12297.774,1.3147606641534149
Las Animas CO,10236,9474.35748,15119.3832,13083.9516,7141.83984,12306.0684,7605.41376,-0.28053845173126957
Lincoln CO,10344,10433.78388,16249.6368,13083.9516,7528.61064,12438.6588,8320.09356,0.3132530093271254
Logan CO,10140,9204.51636,15227.8092,13083.9516,7009.281,12321.6132,7506.57792,0.1218765843296024
Mesa CO,12216,9564.30252,15045.576,12526.4328,7891.86252,17343.5088,9496.92192,0.3592927976727449
Moffat CO,10512,10403.80368,15375.2544,12078.0552,7578.6204,12093.1248,7784.50776,0.2933953488555185
Montezuma CO,10884,9534.32148,15501.0864,12078.0552,7398.36324,12487.6704,7743.04692,0.22424157429062663
Montrose CO,10836,10433.78388,15283.8792,12078.0552,7706.88132,12615.3912,8024.8206,0.051653773654309974
Morgan CO,10776,9054.60648,15634.6128,13083.9516,7185.41088,12432.2448,7817.69532,0.06284337868296812
Otero CO,9984,9054.60648,15030.3696,13083.9516,6898.43772,12067.8696,7277.0706,-0.421424599217784
Ouray CO,16308,10613.67768,16784.0892,12078.0552,9754.7856,14714.7672,10962.01536,1.2685983259947418
Park CO,15722.0988,10343.83884,18115.8528,11879.78472,9444.71772,18963.0396,12077.3124,0.869809968482369
Phillips CO,9708,9444.375,16092.8496,13083.9516,6939.6606,11911.70508,7557.62472,0.09017052453626033
Pitkin CO,20532,10973.46312,15939.1332,12078.0552,11415.67236,16468.0776,13068.0936,1.986744112012919
Prowers CO,9276,9084.58812,15207.54,13083.9516,6652.76508,11758.0188,6997.04292,-0.3082894262199862
Pueblo CO,10032,8994.64164,14607.7956,12849.756,6894.10248,15702.3252,8058.09372,-0.1245452620922138
Rio Blanco CO,10812,10283.874,15646.3716,12078.0552,7643.8674,12303.8436,7975.91376,0.20712136912957657
Rio Grande CO,8940,10283.874,15662.6196,13083.9516,6965.56788,11630.99628,7395.531,-0.1189303247063009
Routt CO,16740,12712.4268,15263.6832,12078.0552,10671.77568,15329.9928,11615.29692,1.4654751063862967
Saguache CO,9144,10283.874,16309.4472,13083.9516,7039.48464,11540.31228,7615.83624,-0.1510958128314983
San Miguel CO,17892,10073.99928,15713.1444,12078.0552,10133.18484,15773.2428,11324.6484,1.253508541619639
Sedgwick CO,8808,9474.35748,16111.4868,13083.9516,6624.41892,11684.89452,7189.10964,-0.6527670877528026
Summit CO,19284,13312.0704,15705.4368,12078.0552,11810.84256,16343.0448,13453.3896,1.4399584522380044
Teller CO,13836,10463.7678,16462.1472,11700.16044,8804.7642,18146.0508,10745.51592,0.8757761341353181
Washington CO,9780,9984.05268,16673.7816,13083.9516,7161.29592,11775.09744,7894.40628,0.06399071988076328
Weld CO,14208,10193.92752,15678.9144,13388.6304,8841.78072,18457.2,11094.5544,0.8608105487910943
Yuma CO,10020,9024.624,15741.0276,13083.9516,6900.61812,11996.39652,7448.28876,-0.06365071112575449
Fairfield CT,20522.3604,12172.7496,14722.2696,16742.5632,11846.72676,19940.0964,17563.914,2.384165602452367
Hartford CT,16017.9432,10283.874,14205.576,14694.8448,9530.18556,17577.6684,12539.3208,1.4203320866688518
Litchfield CT,14664,10913.499,15674.9868,15811.4976,9267.7368,14967.0192,12260.3208,1.6815240473059105
Middlesex CT,17119.4856,11633.0706,15710.1228,15664.8168,10418.18556,18460.0728,14859.57,1.949592034444148
New Haven CT,16509.9012,10223.90988,14436.9468,15664.8168,9686.7144,17788.95,13115.1024,1.2977891566492346
New London CT,14780.6832,10643.66016,15303.9552,15664.8168,9212.24268,17419.8456,12736.5708,1.3139848001205092
Tolland CT,16727.5992,11782.9812,15545.1432,15664.8168,10330.50732,17942.5608,14477.5776,1.9604088786818201
Windham CT,12432,8994.64164,15555.4644,15664.8168,7763.71728,16031.1096,10697.85936,0.9503058330396934
Kent DE,12792,9054.60648,14640.2796,17175.4128,7915.88676,14779.6176,9776.26536,0.3718920350462605
New Castle DE,15422.9892,10283.874,14593.2552,17175.4128,9314.61108,15431.1396,11369.17164,1.201797517429059
Sussex DE,11580,10763.58912,15085.6704,17175.4128,8095.96368,13806.9564,9817.17192,0.5700213358402886
District of Columbia DC,19414.1592,12982.266,8963.1936,16532.6412,11738.50272,42045.9636,22870.6332,1.0253343755423472
Alachua FL,13119.5904,10463.7678,13750.0128,16241.3652,8545.18068,11741.48436,6629.36724,0.15127014473329614
Baker FL,9480,9294.46368,14679.3204,16133.5908,6802.72848,10527.74784,5162.21076,-0.5499182249361964
Bay FL,13056,10193.92752,13804.6176,14481.0468,8424.36552,12162.6612,6263.8206,-0.37325509450221356
Bradford FL,8916,9054.60648,14064.0312,17387.088,6511.45968,10023.6174,4957.43736,-0.8770044411944085
Brevard FL,13608,10163.94648,14323.0344,14193.648,8613.5142,12298.2984,6490.54692,-0.009142479357145286
Broward FL,18120,10703.62428,13377.0312,14193.648,10443.936,14585.8716,8207.41404,0.37642876573849965
Calhoun FL,8808,9834.1428,14414.2704,16991.9136,6754.78344,9893.33424,5115.078,-0.7835891280622959
Charlotte FL,12804,10133.96412,14244.948,14049.948,8311.32936,12182.4168,6180.40644,-0.0971101195813656
Citrus FL,10740,10553.71284,13989.6972,14337.3468,7715.5518,11284.89768,5524.047,-0.8109681324988892
Clay FL,13897.7568,9414.39252,14512.6944,14445.1212,8446.91088,12432.8484,6479.89824,0.09392493837359751
Collier FL,16512,11033.42796,14134.9248,15522.8688,9980.79492,13151.0004,7981.23408,0.8349865175089501
Columbia FL,10428,8754.78516,13769.3232,17997.81,6950.67996,10221.8166,5418.23436,-0.8046933493224581
DeSoto FL,8856,9564.30252,13698.3636,17063.7636,6674.40156,9765.97044,4886.16396,-1.077328876362317
Dixie FL,8808,9144.55296,14015.8764,18033.7356,6504.91848,9848.91216,5042.55468,-1.3522500219588174
Duval FL,13001.9076,9804.15888,13489.6236,14516.9724,8263.53732,12049.4616,6053.71104,-0.17320825378977692
Escambia FL,11378.48292,9714.21384,14061.618,14876.2212,7642.71612,11538.71484,5649.23436,-0.4143723149307504
Flagler FL,13200,10313.85576,14873.8872,15271.3944,8519.99784,11937.22776,6682.875,0.13858009875701324
Franklin FL,9036,8934.67752,14010.0864,17782.2612,6511.48464,10096.17552,5045.6796,-1.0698834055216866
Gadsden FL,8407.91676,8844.73248,15495.912,18935.7324,6251.31516,9943.00272,5366.46864,-0.9996409942487
Gilchrist FL,8608.4802,9924.08784,15210.3048,18289.0836,6715.08036,9934.12788,5536.76556,-1.0025803273760796
Glades FL,9420,10583.69532,13965.7872,21626.2236,7248.12744,9830.04276,6379.84356,-1.592601404010825
Gulf FL,12084,10073.99928,14149.1496,14552.898,8028.717,11599.58868,5919.17976,-1.0217774465301919
Hamilton FL,8808,8874.71412,13933.3812,19758.1308,6407.14524,9997.30668,5345.24232,-1.3988252674914399
Hardee FL,9000,8754.78516,14188.1964,22847.67,6433.25904,9823.08324,6037.10928,-0.8172613321692896
Hendry FL,8808,9174.53544,13699.1952,17854.1124,6515.78172,9938.18484,4964.47668,-0.8079179440835484
Hernando FL,13454.502,9684.23076,14781.5976,14948.07,8384.07564,12149.82,6532.96872,-0.556311289143133
Highlands FL,10452,9414.39252,13718.5512,14948.07,7198.37772,10625.94648,5042.83596,-0.6755691031855515
Hillsborough FL,15614.88,10193.92752,13577.208,14624.7468,9351.54864,13059.3876,7165.64064,0.07299214789580828
Holmes FL,8808,10553.71284,14507.0856,16991.9136,7015.51248,9857.96124,5335.78896,-1.3075019157052934
Indian River FL,12708,11333.24928,14416.3728,14660.6724,8711.09328,11887.0452,6598.92996,0.29837096044497563
Jackson FL,8808,9654.24972,14017.8804,16776.3648,6689.60088,9623.07348,4874.71104,-0.9202051940691919
Jefferson FL,9548.814,9864.12372,15597.204,17175.4128,7034.07348,10412.2068,5738.10936,-0.5522424871376223
Lafayette FL,9600,8724.80352,14631.3324,17674.4868,6639.79836,9937.04292,5223.83604,-1.249980985564389
Lake FL,14219.4096,9954.07032,14639.8716,15235.4688,8759.00532,12420.0864,6915.8826,0.005334081416674664
Lee FL,14364,10313.85576,14207.7228,16564.6908,8941.76076,12380.7936,7239.01536,0.04888287074112152
Leon FL,12698.682,10433.78388,13724.016,15379.1688,8381.80512,11707.6164,6306.44532,0.1828345223317046
Levy FL,8808,9264.48048,13768.0164,17315.238,6548.37228,9813.05352,4863.61344,-1.183220517541143
Liberty FL,8808,10133.96412,14384.6136,18464.8344,6863.42064,9575.01348,5441.03904,-1.6106655761993993
Madison FL,8808,9714.21384,14237.6232,17243.388,6711.3288,9894.6306,5096.49204,-1.10928606473802
Manatee FL,14488.3812,10403.80368,14457.5196,14624.7468,9019.41948,12616.662,6995.9766,0.12806114300212315
Marion FL,11268,9414.39252,13848.4764,14085.8736,7494.0462,11086.0488,5221.57032,-0.6890017512166567
Martin FL,13870.8636,11063.41116,14081.3952,15307.3188,9034.67064,12276.0468,7000.82808,0.8253483682810371
Miami-Dade FL,18612,10823.55252,12841.572,14876.2212,10665.66132,14397.8952,8371.85964,-0.3648500847624208
Monroe FL,20928,13431.9996,14921.376,22488.42,12449.982,14879.1828,12849.6324,0.28206055681859454
Nassau FL,12662.9388,11243.30268,14920.3224,16349.142,8662.17408,11904.39552,7023.54708,0.052626465254879
Okaloosa FL,14016,10403.80368,14157.1932,15846.192,8848.2576,12607.7592,7052.19504,0.1188330029462729
Okeechobee FL,10032,8484.9456,13866.9636,16093.7916,6709.4202,10106.44704,4815.8478,-0.8725205788295036
Orange FL,15937.806,10163.94648,13365.552,15486.9432,9457.69404,13137.312,7401.12528,0.18264476752480174
Osceola FL,16108.3344,9534.32148,14069.6028,15415.0944,9291.345,13208.4876,7417.38276,-0.09908377651463318
Palm Beach FL,17616,11093.39136,13813.1064,14732.5212,10402.54464,14047.626,8265.74196,0.6974073113554944
Pasco FL,14521.0164,10103.98164,14357.8608,14983.9956,8922.60864,12598.8468,6970.39824,-0.39347441649245535
Pinellas FL,15204.6816,10493.74872,13427.88,15055.8456,9311.55468,12886.6848,7157.01564,0.07718245061221862
Polk FL,12276,9564.30252,13521.6024,14768.4468,7913.60232,11852.41704,5794.06236,-0.32524867553582887
Putnam FL,9180,9294.46368,13666.0896,15806.3916,6694.02612,9744.58596,4621.62888,-1.050714886321005
St. Johns FL,15883.1496,11962.87428,14566.4328,13834.3992,10089.71268,13282.5144,7832.36724,1.0376289675787478
St. Lucie FL,14794.7544,9534.32148,14370.1716,15307.3188,8815.38432,12661.7568,6969.42996,-0.19841276558325913
Santa Rosa FL,13068.4716,10733.60664,14915.5344,15019.92,8624.43168,12289.29,6795.05496,0.04659686908532778
Sarasota FL,16172.7828,11063.41116,14347.002,14732.5212,9868.74756,13329.5004,7810.5,0.59820884109809
Seminole FL,16291.98,10433.78388,13789.9776,15163.62,9683.7978,13285.1376,7630.27368,0.6774108269976065
Sumter FL,11352,10343.83884,14977.2276,13762.5504,7861.25832,11086.6458,5685.55476,-0.43709226324314726
Suwannee FL,8808,8694.82032,13530.3972,17674.4868,6341.96196,9887.64624,4739.703,-0.9472183385253773
Taylor FL,8808,8964.65988,14216.8596,17387.088,6439.73508,9617.19948,4845.74592,-1.116888609829125
Union FL,8808,9984.05268,13526.5248,20440.7016,6809.10204,9834.73752,5689.70328,-1.370156018735632
Volusia FL,12600,10523.73264,14174.0088,14840.2956,8378.64036,11696.62212,6282.91404,-0.22968560550638376
Wakulla FL,10704,9294.46368,15149.928,16564.6908,7246.23192,11056.78056,5819.38296,-0.4252317706546231
Walton FL,11592,11483.15916,14674.5936,15091.77,8361.04032,11553.12012,6397.04664,-0.11786656955200792
Washington FL,8808,8604.87372,14216.2812,17135.6136,6309.37056,9997.30668,4768.37508,-1.2464043107961758
Appling GA,7776,8634.8562,13929.9384,14980.1208,5946.30024,8172.61008,5709.59364,-1.0559993189376398
Atkinson GA,7776,8514.92796,13938.4368,15483.0684,5902.84608,8134.70436,5798.2734,-1.6081578118173814
Bacon GA,7776,8424.9822,14096.6808,15950.0916,5870.25444,8202.84084,5961.22668,-1.51740792400003
Baker GA,6265.98636,9144.55296,14665.3944,15558.7944,5583.84636,8799.64452,5874.89064,-1.1339886220260784
Baldwin GA,8508,8454.96312,13046.8152,15159.744,6146.35104,8232.73608,5740.70688,-0.3400343088677939
Banks GA,8208,9234.49872,14730.8568,15195.6696,6320.10504,8102.6184,6379.57836,-0.5318531637632034
Barrow GA,12149.8788,9264.48048,15386.5296,14193.648,7759.26708,11598.59688,8777.21856,-0.04527816648927944
Bartow GA,11453.15556,8754.78516,14950.9236,15486.9432,7322.13432,11267.3262,8467.46124,0.009067399862040157
Ben Hill GA,7776,8874.71412,13656.3696,15554.9196,6033.2106,8091.09672,5865.77748,-1.2957425720815665
Berrien GA,7776,9144.55296,14199.5532,15554.9196,6130.98372,8169.46656,6147.67968,-0.9802108755596685
Bibb GA,9582.72072,8904.69648,12994.9536,15343.2432,6698.721,10257.9426,6942.4182,-0.512947722911074
Bleckley GA,7776,9174.53544,14416.6524,15447.144,6141.8478,8075.56272,6163.6956,-0.7893880793094109
Brantley GA,7212.59184,9594.28488,14897.322,13475.1504,6089.79384,9371.78544,6052.4454,-1.2419817965954691
Brooks GA,8061.4314,9384.41088,14199.1452,15451.02,6321.31644,9967.70724,6830.3826,-1.1995005159810146
Bryan GA,14343.2436,10703.62428,15026.0232,14876.2212,9075.468,12925.434,10591.16376,0.20102134951760356
Bulloch GA,8592,9324.44532,13024.4712,14980.1208,6491.83452,8684.70996,6182.41044,-0.5234893534714798
Burke GA,6795.5376,8365.01736,15182.2824,15127.6944,5493.26736,9273.71268,5937.46476,-1.234312622823855
Butts GA,10392,10613.67768,15308.5752,15486.9432,7611.18528,10895.06028,8764.76592,-0.5331638940838559
Calhoun GA,7776,9294.46368,14112.3048,15662.694,6185.30196,7919.11152,6140.39832,-1.0590702259523137
Camden GA,10392,10133.96412,14459.5308,13579.05,7437.36624,9318.30108,7374.89868,-0.23199609185829162
Candler GA,7776,9084.58812,13708.5384,14980.1208,6109.25616,8092.26348,5798.50008,-1.1989763254236123
Carroll GA,10719.76248,8874.71412,14992.104,22312.6716,7099.8516,10918.62012,10035,-0.19027456858556188
Catoosa GA,9371.67924,9024.624,14707.764,16672.4652,6665.70624,10349.40156,7786.875,0.12132529084903136
Charlton GA,7776,10103.98164,15167.6352,13579.05,6478.623,8051.05668,6199.12128,-1.0019400831272018
Chatham GA,12530.1288,10044.0168,13710.2652,14876.2212,8179.50288,12027.4596,9057.99972,0.2557348616345683
Chattahoochee GA,13312.2816,9594.28488,12221.7996,16313.2164,8299.95264,12558.9336,9315.44532,-1.4841419038626682
Chattooga GA,7776,8934.67752,13741.3332,15950.0916,6054.93708,8291.75028,6083.15628,-1.317498664281902
Cherokee GA,15169.014,9564.30252,15159.078,15486.9432,8961.85548,13034.1024,10707.28128,1.1527022846905177
Clarke GA,9871.63404,9384.41088,13183.95,14193.648,6977.22432,10667.76264,7082.21484,-0.07814978219844732
Clay GA,7776,9144.55296,13835.7828,15662.694,6130.98372,8172.61008,6075.71076,-2.5305140950595906
Clayton GA,12113.2092,8215.10664,13798.38,15199.5444,7365.75072,11581.16088,8200.00776,-0.43184322986346385
Clinch GA,7776,9024.624,14302.3752,15554.9196,6087.52884,8172.61008,6131.3478,-1.7403343553504917
Cobb GA,14692.308,10193.92752,13907.088,15199.5444,9017.26464,12807.444,10281.52368,1.3480665544732353
Coffee GA,7776,8574.89136,13691.7372,15483.0684,5924.57268,7919.11152,5689.43736,-1.1271506052806073
Colquitt GA,7776,9114.5706,13703.8068,15554.9196,6120.12012,7954.74384,5933.65248,-0.8930282752927926
Columbia GA,12675.4428,9204.51636,15174.4704,15127.6944,7927.97172,12260.5992,9334.79664,0.9235884308506502
Cook GA,7776,9324.44532,13917.8712,15554.9196,6196.16604,8108.17752,6119.82828,-1.1746274660894371
Coweta GA,13396.6464,9384.41088,15250.4844,15486.9432,8254.47504,12191.3964,9773.34372,0.6323909946479485
Crawford GA,8305.8054,8994.64164,14500.1988,15343.2432,6268.63404,9666.80568,6744.07032,-0.7518354378102403
Crisp GA,7776,8964.65988,13497.5004,15662.694,6065.80116,7991.75172,5857.81236,-0.893282883471071
Dade GA,8754.9624,9444.375,15149.2236,16672.4652,6594.33768,10051.44948,7752,-0.3138783046517873
Dawson GA,11220.91404,10583.69532,15658.0068,15091.77,7900.66992,11156.90256,9125.48436,0.23681423253461495
Decatur GA,7776,8964.65988,13590.9216,15554.9196,6065.80116,7973.44404,5848.48056,-1.0534983983518893
DeKalb GA,14288.9412,9834.1428,13270.0596,15199.5444,8740.7454,12615.6552,9769.14036,0.6393949068636565
Dodge GA,7776,8844.73248,13899.6516,15447.144,6022.34688,8020.6128,5872.6758,-0.9456377006666038
Dooly GA,7776,9174.53544,13806.2592,15447.144,6141.8478,7919.11152,5945.2734,-0.4394344904305893
Dougherty GA,9111.94116,9054.60648,12800.8764,15558.7944,6582.45624,10152.19992,6795.33624,-0.8073568244270258
Douglas GA,13286.6376,8994.64164,14706.9336,15486.9432,8073.38676,12139.0908,9422.13276,0.26195487492426933
Early GA,7776,9504.33912,14111.238,15554.9196,6261.3486,7970.73924,6205.44504,-1.3803241147232639
Echols GA,7873.1352,9114.5706,14216.6508,15451.02,6155.31516,9870.8664,6631.62888,-1.7752246218823178
Effingham GA,11814.12084,9294.46368,15181.986,14876.2212,7648.47288,11672.844,8814.78876,-0.08026484111489667
Elbert GA,7776,9174.53544,13934.508,14297.5476,6141.8478,8118.531,5710.49592,-1.0360543860471785
Emanuel GA,7776,8125.16088,14069.1828,15231.5952,5761.6176,8276.21484,5652.34392,-1.3228278878479969
Evans GA,7776,9444.375,13635.6888,14980.1208,6239.62128,8134.81644,5929.78524,-0.9354340192867703
Fannin GA,8184,9444.375,14573.3652,16309.3404,6387.45552,8492.06544,6831.95292,-0.42721787098483005
Fayette GA,16207.9872,10103.98164,15229.5084,15486.9432,9533.8638,13528.1028,11446.58568,1.7303449904193933
Floyd GA,9504,8694.82032,13600.1196,15846.192,6594.15012,10482.17508,7206.76176,-0.20568794682774305
Forsyth GA,16868.04,10433.78388,15564.8436,15486.9432,9892.52784,13841.9376,11988.43728,1.780246149890112
Franklin GA,7776,9474.35748,13878.6528,15195.6696,6250.48464,8182.65888,6085.7304,-0.6182013010774018
Fulton GA,14728.9776,11093.39136,12848.9808,15199.5444,9356.4624,12824.8788,10345.73436,0.9616108537522403
Gilmer GA,8928,8844.73248,14471.4012,15950.0916,6439.7622,8654.17968,6803.04276,-0.04296581330502199
Glascock GA,7776,8544.91044,14479.3008,15231.5952,5913.70968,8178.89868,5905.19532,-0.6842433819519322
Glynn GA,10320.26808,10433.78388,13985.8824,13475.1504,7520.01192,10901.4024,7743.51564,0.23218788494304507
Gordon GA,7884,8394.999,13877.7,15950.0916,5898.52332,8354.3664,5972.29692,-0.23228740792425487
Grady GA,8052,8604.87372,13676.7408,15554.9196,6035.44188,8116.61064,5881.27332,-0.7416652956942255
Greene GA,8268,9684.23076,14534.1156,14297.5476,6504.80124,8171.65068,6285.50028,-0.17372614669973932
Gwinnett GA,15547.9332,8994.64164,14283.2148,15199.5444,8892.74268,13214.268,10367.6484,0.9716743071535605
Habersham GA,8220,8784.76752,14569.4136,15195.6696,6161.49756,8182.02612,6186.906,0.07042705141064748
Hall GA,11412,9204.51636,14664.822,15091.77,7470.17652,11257.93944,8430.2424,0.4808230295742066
Hancock GA,7776,9114.5706,14270.9616,15159.744,6120.12012,8297.60748,6080.37888,-0.9248213944701753
Haralson GA,9468,9024.624,14196.6312,18468.7092,6700.60692,10559.39424,8240.31228,-0.803501390623682
Harris GA,9638.00244,9954.07032,15177.1836,14876.2212,7098.98076,10699.41216,7968.95292,0.9932481145107156
Hart GA,8376,8514.92796,14273.4816,15195.6696,6120.24972,8284.1484,6087.64056,-0.2875137202668208
Heard GA,7700.62716,9264.48048,15407.58,18468.7092,6147.12816,9483.11352,7697.4294,-0.8335462029721818
Henry GA,14435.6208,9024.624,15038.1684,15199.5444,8500.57176,12685.3956,10025.72676,0.5987938054234795
Houston GA,10752,9054.60648,14433.462,15343.2432,7176.71484,11140.30368,8096.20308,0.23773131040412507
Irwin GA,7776,8964.65988,14270.868,15554.9196,6065.80116,8019.72072,6055.6014,-0.9593040991653788
Jackson GA,9156,10613.67768,15515.5596,14297.5476,7163.33424,8693.73408,7408.46124,0.0190600446671703
Jasper GA,10365.28932,8904.69648,15857.5692,15486.9432,6982.27584,10750.07808,8220.52368,-0.6829300699974392
Jeff Davis GA,7776,8604.87372,14235.702,15483.0684,5935.43628,7927.49628,5859,-1.4534061376735679
